7.41, 12.10, 228.89
8.70, 10.76, 232.34
4.40, 11.27, 229.69
4.33, 12.90, 230.79
4.29, 11.32, 230.68
7.57, 10.53, 228.32
9.35, 10.20, 228.81
9.33, 10.61, 229.04
5.04, 9.66, 231.42
4.11, 10.57, 227.84
4.79, 10.30, 231.05
4.87, 8.85, 229.37
6.57, 13.09, 232.00
9.80, 9.67, 231.30
8.89, 10.88, 230.61
3.39, 8.84, 231.83
7.88, 8.81, 232.37
6.48, 11.17, 230.93
6.26, 12.00, 231.04
5.84, 11.00, 227.57
4.23, 12.11, 228.37
6.48, 13.09, 227.84
7.67, 9.51, 229.11
5.51, 12.70, 231.13
6.96, 9.51, 230.66
5.09, 12.55, 228.92
6.39, 10.95, 231.87
2.72, 8.95, 230.27
9.86, 12.68, 227.96
5.35, 12.36, 229.09
7.34, 9.11, 231.34
9.64, 11.52, 229.11
8.27, 9.26, 229.78
9.49, 8.97, 231.13
3.30, 11.22, 232.19
4.24, 12.87, 232.05
8.60, 9.13, 228.95
5.46, 12.98, 231.33
5.76, 13.05, 227.70
5.19, 10.05, 227.98
3.24, 11.81, 229.43
3.16, 10.56, 232.34
2.53, 10.05, 228.91
4.87, 10.80, 228.26
8.52, 8.78, 229.37
5.85, 13.05, 232.18
5.24, 10.93, 231.76
7.59, 12.18, 228.44
6.51, 12.66, 229.58
6.02, 9.76, 230.67
2.56, 11.65, 229.22
10.07, 8.72, 229.56
8.74, 12.77, 230.95
8.22, 9.00, 231.37
4.77, 12.93, 231.68
4.79, 8.91, 231.93
7.35, 12.10, 230.14
5.62, 10.85, 228.67
8.33, 12.94, 231.06
2.87, 12.80, 228.37
5.92, 10.54, 230.74
5.82, 13.04, 230.52
7.35, 9.16, 231.16
9.46, 9.86, 229.54
7.37, 13.15, 229.93
9.09, 12.48, 232.25
5.72, 12.38, 230.26
5.12, 10.34, 229.50
8.18, 10.24, 229.50
4.52, 12.80, 230.88
9.76, 12.58, 228.76
8.03, 8.77, 231.72
8.68, 11.81, 228.74
9.55, 9.14, 230.98
4.83, 9.80, 227.77
9.63, 9.94, 230.30
9.44, 12.46, 231.33
6.98, 9.97, 227.74
8.37, 8.97, 230.74
8.60, 10.01, 231.33
2.76, 11.99, 230.47
7.62, 12.78, 230.80
5.06, 12.06, 229.44
8.43, 12.61, 231.18
6.17, 12.23, 229.93
8.24, 12.46, 231.47
2.72, 10.26, 230.32
5.46, 11.99, 228.82
3.07, 12.71, 230.13
8.16, 11.05, 232.00
8.08, 9.75, 231.99
9.58, 10.08, 232.58
4.66, 9.06, 232.41
9.92, 8.98, 229.28
2.70, 9.59, 227.98
5.54, 12.27, 228.17
10.02, 11.81, 232.53
10.09, 10.29, 228.87
6.56, 9.27, 229.39
5.36, 12.06, 230.29
