94.63, 94.33, 352.11
95.10, 75.13, 362.96
89.62, 83.22, 336.70
91.37, 71.39, 344.11
93.65, 92.61, 342.89
95.90, 74.80, 366.01
94.82, 79.15, 354.84
92.57, 80.71, 347.76
98.16, 75.42, 371.83
91.26, 87.13, 339.62
98.22, 93.20, 363.01
96.47, 91.33, 362.64
94.09, 91.13, 349.74
91.01, 93.53, 336.39
97.01, 73.51, 365.58
94.36, 91.82, 353.43
91.94, 92.21, 343.17
90.57, 75.37, 336.57
94.67, 70.54, 360.25
95.71, 73.78, 367.36
98.34, 88.28, 368.87
93.87, 87.56, 348.69
95.80, 93.16, 351.33
97.94, 72.34, 371.22
97.34, 83.91, 370.35
95.12, 79.85, 356.38
95.97, 92.83, 355.95
94.98, 73.58, 355.36
93.99, 76.16, 350.82
96.06, 82.00, 365.47
98.46, 83.36, 369.49
95.82, 80.48, 359.16
92.66, 89.38, 344.04
90.01, 95.55, 329.66
98.22, 79.84, 373.36
93.98, 87.06, 350.25
98.36, 71.09, 372.84
92.60, 77.44, 350.83
98.39, 75.79, 374.89
93.00, 78.44, 353.99
91.12, 73.07, 346.99
92.84, 93.23, 344.67
90.29, 72.22, 336.40
96.64, 79.04, 364.59
98.29, 78.73, 375.55
90.83, 76.78, 336.85
94.55, 71.82, 356.53
93.82, 95.59, 348.50
89.56, 90.35, 329.14
96.77, 93.30, 356.20
95.25, 71.89, 357.75
98.45, 77.24, 374.53
95.79, 71.53, 361.12
95.12, 84.59, 356.58
95.77, 89.42, 360.89
94.20, 92.41, 345.57
92.97, 79.53, 352.49
91.61, 85.07, 340.67
92.79, 86.17, 347.18
90.94, 78.80, 340.07
92.49, 87.46, 339.43
96.52, 70.58, 366.01
96.87, 90.28, 363.26
91.21, 75.38, 344.72
93.18, 84.66, 351.78
93.72, 71.87, 352.61
93.31, 78.01, 353.62
98.40, 77.78, 369.87
90.94, 80.33, 342.56
94.03, 82.23, 353.00
89.89, 86.29, 329.40
91.07, 87.91, 338.77
93.27, 90.19, 342.11
91.06, 86.16, 342.41
94.10, 91.70, 352.60
91.64, 88.11, 337.85
97.99, 88.80, 370.60
92.35, 87.25, 339.34
95.85, 74.22, 365.45
97.26, 71.55, 368.28
97.78, 88.35, 364.94
90.02, 86.18, 337.32
98.48, 75.24, 378.57
90.95, 74.45, 345.29
98.48, 84.44, 373.62
96.96, 92.90, 363.35
95.45, 74.74, 363.56
96.96, 94.14, 357.68
96.53, 94.34, 357.83
94.77, 72.79, 361.64
90.89, 76.63, 339.12
95.43, 93.76, 358.00
91.44, 81.04, 343.58
91.49, 74.62, 346.10
96.80, 81.47, 362.97
91.60, 79.46, 339.82
92.14, 78.58, 347.24
90.77, 76.11, 343.58
92.90, 75.67, 351.46
89.56, 84.22, 336.17
