44.60, 65.40, 239.39
44.26, 74.93, 234.37
46.64, 78.81, 235.56
50.21, 70.49, 242.00
47.23, 71.29, 239.34
50.76, 67.95, 242.76
45.19, 64.32, 238.24
48.56, 72.18, 242.27
45.24, 75.60, 237.99
45.66, 71.07, 239.01
47.43, 68.85, 239.57
43.11, 70.65, 237.10
45.22, 78.93, 234.39
47.65, 78.68, 237.17
46.96, 72.55, 238.39
46.70, 75.17, 236.60
48.66, 71.98, 241.82
44.46, 69.72, 235.48
44.77, 66.46, 237.36
50.29, 73.59, 242.60
48.05, 62.57, 242.15
44.45, 73.40, 235.88
47.33, 65.91, 242.17
43.18, 71.55, 235.36
44.07, 78.41, 236.04
46.00, 64.36, 241.47
44.08, 68.46, 239.21
48.27, 71.45, 238.93
49.77, 65.68, 243.48
46.30, 67.75, 237.69
49.83, 76.80, 240.91
46.18, 76.95, 236.79
44.98, 71.09, 235.99
50.31, 69.31, 243.92
47.10, 68.39, 241.41
45.79, 65.25, 239.18
45.42, 68.25, 239.81
44.95, 75.26, 234.92
48.85, 61.71, 243.28
48.69, 71.30, 239.29
48.26, 62.72, 242.93
44.47, 64.34, 238.47
49.42, 70.03, 241.57
45.95, 72.54, 235.72
45.81, 61.98, 238.82
50.69, 69.95, 243.52
45.68, 68.53, 237.49
44.88, 70.78, 236.87
47.00, 63.93, 240.27
50.58, 61.63, 245.49
44.28, 68.29, 237.24
47.86, 68.14, 240.68
47.33, 63.26, 243.71
49.00, 73.45, 239.43
50.48, 68.37, 243.87
49.16, 69.33, 243.64
49.83, 78.44, 239.44
50.68, 64.53, 243.40
45.53, 72.33, 236.12
46.03, 72.81, 237.11
43.77, 62.87, 238.70
44.56, 77.60, 235.29
43.55, 76.18, 234.57
48.70, 64.15, 244.20
45.98, 72.19, 236.50
50.46, 66.42, 244.91
46.96, 72.42, 237.65
49.21, 68.94, 242.75
45.44, 77.18, 235.46
45.85, 67.17, 239.62
45.60, 79.18, 237.10
45.91, 71.86, 236.14
47.79, 72.10, 239.77
45.30, 77.28, 237.64
47.93, 61.99, 243.48
47.72, 70.11, 241.42
48.11, 68.51, 242.80
44.23, 65.03, 237.38
47.50, 64.74, 240.55
47.36, 74.96, 237.84
48.83, 75.38, 240.66
46.07, 63.97, 241.89
46.76, 78.18, 236.61
50.31, 64.51, 244.11
49.52, 72.28, 242.31
46.39, 73.92, 236.90
45.46, 64.02, 238.37
47.33, 77.36, 235.83
44.07, 70.77, 236.72
45.50, 78.85, 236.49
49.80, 73.69, 243.40
45.52, 72.60, 236.28
48.01, 61.68, 243.54
48.72, 62.93, 241.77
46.38, 77.62, 234.52
43.80, 62.43, 237.92
49.16, 61.08, 243.43
50.10, 63.23, 243.98
49.66, 62.02, 243.88
47.51, 69.50, 238.82
48.54, 62.14, 244.03
46.60, 64.88, 239.25
44.93, 62.03, 240.64
47.80, 69.46, 240.97
45.23, 69.59, 238.91
45.63, 75.90, 237.81
43.61, 64.30, 236.98
49.46, 63.04, 244.96
48.26, 70.11, 241.12
45.46, 62.82, 238.34
50.47, 74.06, 240.29
50.27, 68.34, 244.69
50.26, 65.89, 245.54
48.50, 62.67, 241.52
43.52, 74.46, 236.41
48.88, 65.03, 243.32
50.49, 77.73, 243.09
50.69, 76.66, 243.41
45.15, 61.75, 239.69
43.31, 74.76, 234.63
45.38, 68.39, 237.66
45.51, 72.73, 235.57
50.10, 73.13, 242.65
45.60, 63.98, 238.82
50.49, 68.52, 242.04
47.31, 70.28, 238.76
45.55, 79.25, 236.04
48.59, 63.60, 244.37
50.62, 75.00, 240.44
45.32, 66.76, 238.66
48.19, 73.51, 238.47
43.33, 71.81, 234.67
49.84, 61.03, 246.54
43.50, 78.71, 233.21
50.61, 61.06, 244.14
43.38, 62.77, 239.97
43.48, 72.11, 233.69
44.83, 76.99, 234.43
50.64, 74.22, 242.92
49.27, 71.31, 243.55
43.50, 74.53, 234.08
45.55, 74.12, 238.87
49.98, 64.36, 244.25
50.50, 76.15, 241.26
46.23, 73.46, 238.14
45.13, 78.46, 234.44
46.14, 65.65, 241.70
50.08, 72.41, 240.92
48.69, 70.89, 240.32
50.74, 76.38, 243.59
43.64, 62.35, 240.09
50.64, 63.75, 245.50
44.85, 77.25, 235.44
44.16, 63.78, 236.49
43.57, 76.49, 233.47
43.52, 69.03, 236.09
46.33, 68.33, 238.83
44.92, 67.54, 239.04
49.98, 73.42, 243.58
45.97, 69.39, 240.31
43.54, 71.86, 234.35
50.68, 73.68, 242.98
50.71, 62.16, 246.60
45.89, 75.88, 236.96
44.76, 62.54, 238.65
48.88, 77.14, 240.15
44.68, 76.92, 235.59
45.82, 66.60, 241.09
43.66, 61.34, 237.33
49.32, 75.64, 240.99
43.38, 60.82, 240.22
44.71, 63.04, 240.08
48.51, 62.45, 241.64
47.08, 77.06, 239.28
43.51, 77.66, 235.71
49.08, 62.72, 243.48
46.91, 66.73, 239.58
47.28, 71.17, 240.25
47.74, 71.41, 241.74
45.11, 70.35, 236.19
49.86, 73.30, 240.31
49.47, 64.42, 244.56
44.13, 62.02, 238.96
50.41, 77.12, 240.49
45.01, 74.96, 237.64
48.77, 65.24, 242.38
46.76, 69.28, 237.52
50.69, 67.27, 243.74
45.29, 74.09, 238.10
50.53, 66.32, 243.15
47.42, 64.10, 241.53
48.68, 68.78, 243.84
48.69, 72.33, 240.68
46.58, 62.65, 240.43
46.58, 64.31, 238.66
48.08, 79.03, 239.24
43.48, 64.92, 235.92
49.37, 74.36, 239.33
50.79, 75.23, 243.28
46.56, 63.90, 241.86
