44.14, 84.99, 231.31
41.20, 77.54, 231.31
41.46, 82.66, 229.19
44.22, 85.28, 230.94
44.27, 67.54, 237.93
45.18, 75.26, 235.97
42.71, 92.16, 227.14
43.26, 66.07, 238.02
43.04, 64.58, 237.29
43.04, 92.13, 226.67
43.38, 96.85, 225.79
42.91, 76.03, 233.81
43.33, 78.61, 233.92
42.08, 66.42, 236.25
41.55, 64.93, 236.54
43.01, 65.18, 237.83
41.51, 68.87, 235.54
42.23, 70.16, 235.80
42.76, 93.62, 226.24
41.95, 73.81, 233.76
43.64, 84.09, 231.44
42.53, 85.31, 230.08
42.95, 69.82, 236.19
44.14, 63.38, 239.40
43.84, 86.92, 229.39
41.30, 85.52, 228.69
42.80, 90.72, 228.71
42.66, 74.86, 234.78
41.26, 96.73, 222.28
44.67, 97.23, 225.07
45.39, 80.23, 233.50
42.28, 84.72, 230.28
42.82, 87.49, 229.59
43.42, 67.45, 237.29
40.82, 63.43, 235.41
42.97, 89.54, 227.57
42.50, 90.07, 227.89
44.87, 64.03, 239.37
40.83, 83.05, 229.29
41.43, 72.37, 233.87
41.33, 66.21, 235.10
42.08, 83.15, 231.26
44.85, 72.99, 236.29
45.10, 64.32, 239.27
40.74, 73.87, 231.84
45.08, 73.54, 236.44
42.34, 84.45, 230.86
43.55, 70.21, 236.43
41.10, 76.61, 231.60
45.26, 91.60, 228.66
41.20, 89.44, 227.00
44.69, 68.41, 238.54
42.61, 70.52, 235.42
43.08, 92.46, 226.92
41.01, 72.07, 233.77
40.67, 91.50, 225.14
41.12, 91.56, 225.27
43.32, 82.37, 232.05
42.23, 65.56, 237.03
42.21, 93.25, 226.87
45.42, 91.63, 228.76
44.35, 82.92, 233.61
44.18, 86.99, 231.29
43.51, 86.05, 229.66
43.15, 71.00, 235.57
41.31, 67.06, 234.45
41.73, 95.10, 224.16
40.81, 84.38, 229.96
44.91, 82.78, 233.01
44.35, 96.56, 226.05
44.77, 90.82, 229.57
41.65, 73.70, 234.25
43.74, 64.52, 236.84
44.46, 65.46, 237.63
44.03, 67.89, 237.10
44.96, 77.83, 234.50
43.24, 65.80, 237.31
41.58, 73.91, 232.99
41.62, 72.80, 234.46
41.60, 65.22, 236.13
41.97, 79.40, 231.55
42.19, 77.03, 231.99
41.73, 66.10, 236.76
44.26, 86.51, 231.58
44.99, 90.34, 228.95
42.93, 70.81, 234.52
42.50, 89.87, 228.00
43.73, 80.99, 232.78
45.13, 73.11, 236.24
43.23, 80.26, 233.62
43.59, 78.20, 234.00
41.72, 70.30, 233.76
45.07, 95.18, 227.74
42.09, 91.65, 226.23
42.36, 69.64, 235.91
41.33, 81.40, 230.49
44.48, 77.82, 234.72
43.55, 93.51, 226.44
42.56, 77.97, 232.68
45.06, 96.15, 227.07
