267.83, 43.08, 88.87
265.67, 46.65, 87.86
273.23, 40.76, 83.63
257.96, 50.91, 84.18
282.74, 42.47, 64.62
281.24, 40.63, 67.62
267.02, 50.72, 88.49
281.25, 48.91, 67.60
266.24, 44.15, 88.12
275.09, 39.13, 79.92
280.38, 45.12, 69.35
273.62, 51.79, 82.85
277.69, 45.37, 74.72
262.39, 51.46, 86.31
276.19, 47.27, 77.72
260.83, 40.57, 85.56
266.46, 51.05, 88.23
260.83, 39.40, 85.56
277.33, 48.58, 75.45
269.02, 46.47, 89.42
277.80, 42.09, 74.49
259.38, 44.43, 84.86
283.29, 42.74, 63.52
269.86, 43.12, 89.81
276.37, 48.08, 77.36
259.44, 45.77, 84.89
273.33, 45.99, 83.44
267.73, 46.02, 88.82
270.28, 43.99, 89.53
274.59, 42.68, 80.92
257.55, 46.98, 83.97
263.27, 42.54, 86.73
269.27, 48.62, 89.53
268.19, 38.74, 89.03
261.32, 49.31, 85.80
281.53, 46.96, 67.03
279.91, 42.74, 70.28
263.68, 47.82, 86.92
268.22, 51.51, 89.05
267.11, 43.09, 88.53
264.38, 48.56, 87.25
277.46, 50.85, 75.19
270.43, 39.29, 89.25
264.65, 40.65, 87.38
277.20, 48.36, 75.71
278.90, 45.09, 72.31
260.22, 50.13, 85.27
262.28, 41.72, 86.26
267.49, 44.01, 88.71
259.38, 52.05, 84.86
282.91, 49.61, 64.28
277.79, 40.95, 74.53
278.30, 51.08, 73.50
260.32, 40.13, 85.32
258.63, 46.65, 84.50
259.21, 49.48, 84.78
269.27, 39.93, 89.53
269.08, 39.82, 89.44
283.12, 46.65, 63.87
280.12, 42.89, 69.86
265.37, 43.78, 87.72
258.18, 40.27, 84.28
279.89, 42.86, 70.33
274.09, 51.98, 81.92
265.55, 48.42, 87.80
268.81, 42.28, 89.32
261.44, 37.82, 85.86
258.09, 50.66, 84.24
277.55, 48.26, 75.01
262.11, 42.63, 86.18
260.82, 51.54, 85.56
281.18, 38.70, 67.74
282.96, 40.72, 64.19
276.02, 37.86, 78.05
267.98, 40.33, 88.94
275.36, 42.96, 79.37
268.20, 41.80, 89.04
259.81, 39.98, 85.07
270.04, 43.96, 90.02
272.93, 49.58, 84.25
259.97, 43.39, 85.15
262.72, 43.14, 86.47
262.90, 41.24, 86.55
266.32, 37.50, 88.16
259.27, 37.99, 84.81
266.39, 51.11, 88.20
272.63, 45.41, 84.84
259.35, 43.71, 84.85
262.23, 41.79, 86.23
260.51, 41.71, 85.41
259.40, 49.23, 84.87
276.73, 39.85, 76.64
264.42, 39.38, 87.27
280.89, 44.73, 68.32
258.63, 38.38, 84.50
282.54, 45.63, 65.02
269.24, 41.65, 89.52
270.76, 41.77, 88.58
261.53, 44.89, 85.90
261.45, 46.51, 85.86
259.23, 39.21, 84.79
281.28, 50.52, 67.55
258.98, 51.64, 84.67
273.58, 38.58, 82.94
272.01, 42.77, 86.07
269.06, 41.29, 89.43
269.00, 50.68, 89.41
263.69, 42.73, 86.93
264.79, 40.06, 87.45
260.55, 42.12, 85.43
283.10, 45.87, 63.91
264.75, 42.22, 87.43
269.95, 48.36, 89.85
277.17, 44.44, 75.75
279.54, 47.28, 71.02
283.56, 51.63, 62.98
259.57, 42.60, 84.96
257.90, 40.82, 84.15
272.39, 46.17, 85.32
277.25, 42.19, 75.59
272.89, 44.28, 84.31
262.09, 38.88, 86.16
272.86, 38.15, 84.37
277.40, 45.37, 75.30
277.91, 49.67, 74.28
279.54, 48.18, 71.03
275.91, 42.33, 78.27
265.07, 43.54, 87.58
279.30, 43.96, 71.50
261.40, 40.56, 85.84
263.04, 49.77, 86.62
269.69, 38.60, 89.73
268.79, 45.27, 89.31
280.20, 50.99, 69.70
262.48, 50.67, 86.35
263.33, 40.17, 86.75
265.06, 40.54, 87.57
269.47, 44.34, 89.62
262.68, 40.35, 86.45
265.80, 43.37, 87.92
266.66, 48.67, 88.32
260.94, 39.67, 85.61
266.12, 44.09, 88.07
267.44, 48.71, 88.69
268.40, 40.83, 89.13
258.13, 39.94, 84.26
260.78, 42.44, 85.54
261.33, 37.47, 85.80
278.46, 42.46, 73.18
258.09, 49.34, 84.24
